Idade;Sexo;Tipo de Assinatura;Valor da Assinatura;Modalidade;Cidade de Entrega;Nome do Bairro;Número Exemplares;Número Exemplares Entregues;Quantidade Parcelas Contrato;Data de Validade Inicial;Data de Validade Final
73;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;166;1;13/08/2023 00:00;12/08/2024 00:00
74;M;Combo;720;Anual;São José do Rio Preto;Vila São Jorge;104;67;12;13/08/2023 00:00;16/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;166;12;13/08/2023 00:00;12/08/2024 00:00
67;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Panorama;261;167;12;13/08/2023 00:00;12/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Eldorado;261;167;12;13/08/2023 00:00;12/08/2024 00:00
67;M;Digital;1251,75;Anual;São José do Rio Preto;Boa Vista;261;168;6;13/08/2023 00:00;12/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Nazareth;261;166;12;13/08/2023 00:00;12/08/2024 00:00
74;M;Combo;720;Anual;São José do Rio Preto;Jardim Europa;104;67;12;13/08/2023 00:00;16/08/2024 00:00
72;M;Impressa;1669;Anual;Catanduva;Parque Residencial Maria L P Faria;261;167;1;13/08/2023 00:00;12/08/2024 00:00
72;M;Impressa;1669;Anual;São José do Rio Preto;Vila Redentora;261;166;12;13/08/2023 00:00;12/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;167;12;13/08/2023 00:00;12/08/2024 00:00
67;M;Combo;720;Anual;São José do Rio Preto;Roseiral;104;67;12;13/08/2023 00:00;16/08/2024 00:00
61;M;Impressa;1669;Anual;São José do Rio Preto;Bom Jardim;261;167;6;13/08/2023 00:00;12/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Mugnaini;261;167;12;13/08/2023 00:00;12/08/2024 00:00
71;M;Impressa;1669;Anual;Mirassol;A DEFINIR;261;167;6;13/08/2023 00:00;12/08/2024 00:00
71;M;Impressa;1669;Anual;Jaci;RESIENCIAL EMANUELA;261;167;12;13/08/2023 00:00;12/08/2024 00:00
69;M;Combo;780;Anual;Catanduva;Jardim Soto;156;102;12;15/08/2023 00:00;12/08/2024 00:00
66;M;Combo;780;Anual;São José do Rio Preto;Boa Vista;156;102;12;15/08/2023 00:00;13/08/2024 00:00
67;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Ouro Verde;261;167;12;15/08/2023 00:00;13/08/2024 00:00
71;M;Combo;780;Anual;São José do Rio Preto;Solo Sagrado I;156;100;12;15/08/2023 00:00;13/08/2024 00:00
68;M;Combo;780;Anual;São José do Rio Preto;Vila Novaes;156;101;12;15/08/2023 00:00;13/08/2024 00:00
68;F;Combo;780;Anual;São José do Rio Preto;Jardim Walkíria;156;101;12;15/08/2023 00:00;12/08/2024 00:00
68;F;Combo;780;Anual;São José do Rio Preto;Cecap;156;102;12;15/08/2023 00:00;13/08/2024 00:00
71;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Municipal;261;167;12;15/08/2023 00:00;13/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Santa Maria;261;165;12;15/08/2023 00:00;13/08/2024 00:00
66;M;Combo;780;Anual;São José do Rio Preto;Vila Bancário;156;101;12;15/08/2023 00:00;13/08/2024 00:00
71;M;Combo;780;Anual;São José do Rio Preto;Jardim Santo Antônio;156;102;12;15/08/2023 00:00;13/08/2024 00:00
71;M;Combo;780;Anual;São José do Rio Preto;Vila Ipiranga;156;101;12;15/08/2023 00:00;13/08/2024 00:00
67;M;Combo;780;Anual;São José do Rio Preto;Jardim Europa;156;101;12;15/08/2023 00:00;13/08/2024 00:00
66;M;Combo;780;Anual;São José do Rio Preto;Jardim Aclimação;156;100;2;15/08/2023 00:00;13/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Vila Redentora;261;165;1;15/08/2023 00:00;13/08/2024 00:00
70;M;Combo;780;Anual;São José do Rio Preto;Roseiral;156;100;12;15/08/2023 00:00;13/08/2024 00:00
67;F;Impressa;1669;Anual;Palestina;Centro;261;166;6;15/08/2023 00:00;13/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;166;12;15/08/2023 00:00;13/08/2024 00:00
70;M;Combo;780;Anual;Nova Aliança;Centro;156;102;12;15/08/2023 00:00;13/08/2024 00:00
67;M;Combo;780;Anual;Bálsamo;A DEFINIR;156;102;12;15/08/2023 00:00;12/08/2024 00:00
124;F;Combo;780;Anual;São José do Rio Preto;EUROPARK;156;101;12;15/08/2023 00:00;13/08/2024 00:00
124;F;Impressa;1669;Anual;Monte Aprazível;JARDIM DAS PALMEIRAS;261;166;12;15/08/2023 00:00;13/08/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;165;11;16/08/2023 00:00;14/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Paulista;261;165;12;16/08/2023 00:00;14/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;165;12;16/08/2023 00:00;14/08/2024 00:00
68;M;Combo;780;Anual;São José do Rio Preto;Vila São Jorge;156;101;12;16/08/2023 00:00;14/08/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;165;12;16/08/2023 00:00;14/08/2024 00:00
68;M;Combo;780;Anual;São José do Rio Preto;Jardim Yolanda;156;101;12;16/08/2023 00:00;14/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Soraia;261;164;11;16/08/2023 00:00;14/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;164;12;16/08/2023 00:00;14/08/2024 00:00
69;M;Digital;1251,75;Anual;São José do Rio Preto;J. MACEDO;261;167;12;16/08/2023 00:00;14/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Solo Sagrado I;261;164;12;17/08/2023 00:00;16/08/2024 00:00
95;M;Impressa;1669;Anual;São José do Rio Preto;Eldorado;261;164;11;17/08/2023 00:00;16/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;São Francisco;261;163;12;17/08/2023 00:00;16/08/2024 00:00
58;M;Digital;1251,75;Anual;São José do Rio Preto;Distrito Industrial;261;166;2;17/08/2023 00:00;16/08/2024 00:00
58;M;Impressa;1669;Anual;São José do Rio Preto;Vila Nossa Senhora de Fátima;261;163;12;17/08/2023 00:00;16/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;164;12;17/08/2023 00:00;16/08/2024 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Cidade Jardim;261;164;12;17/08/2023 00:00;16/08/2024 00:00
55;M;Impressa;1669;Anual;São José do Rio Preto;Vila Elmaz;261;164;11;17/08/2023 00:00;16/08/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Aclimação;261;163;12;17/08/2023 00:00;16/08/2024 00:00
89;F;Digital;1251,75;Anual;São José do Rio Preto;Cecap;261;166;12;17/08/2023 00:00;16/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maria Cândida;261;163;11;17/08/2023 00:00;16/08/2024 00:00
71;F;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Comendador Mancor Daud;261;163;1;17/08/2023 00:00;16/08/2024 00:00
80;F;Digital;1251,75;Anual;São José do Rio Preto;Solo Sagrado I;261;166;12;17/08/2023 00:00;16/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;164;11;17/08/2023 00:00;16/08/2024 00:00
69;M;Impressa;1669;Anual;Catanduva;Jardim do Bosque;261;164;8;17/08/2023 00:00;16/08/2024 00:00
71;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Damha;261;164;1;17/08/2023 00:00;16/08/2024 00:00
66;M;Combo;780;Anual;São José do Rio Preto;Conjunto Habitacional São Deocleciano;156;100;12;17/08/2023 00:00;19/08/2024 00:00
69;M;Impressa;1669;Anual;Monte Azul Paulista;A DEFINIR;261;164;12;17/08/2023 00:00;16/08/2024 00:00
69;M;Impressa;1669;Anual;Novo Horizonte;A DEFINIR;261;164;12;17/08/2023 00:00;16/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;162;12;19/08/2023 00:00;17/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Bom Jardim;261;163;12;19/08/2023 00:00;17/08/2024 00:00
69;M;Impressa;1669;Anual;A IDENTIFICAR (IMPORTADO);A IDENTIFICAR (IMPORTADO);261;163;12;19/08/2023 00:00;17/08/2024 00:00
124;M;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;162;12;19/08/2023 00:00;17/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Conjunto Habitacional Cristo Rei;261;163;11;19/08/2023 00:00;17/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;163;6;19/08/2023 00:00;17/08/2024 00:00
67;M;Combo;720;Anual;São José do Rio Preto;Higienópolis;104;66;12;19/08/2023 00:00;16/08/2024 00:00
67;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Tarraf II;261;163;1;19/08/2023 00:00;17/08/2024 00:00
76;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;162;1;19/08/2023 00:00;17/08/2024 00:00
83;F;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Comendador Mancor Daud;261;162;11;19/08/2023 00:00;17/08/2024 00:00
87;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;162;1;19/08/2023 00:00;17/08/2024 00:00
67;M;Combo;720;Anual;São José do Rio Preto;Jardim dos Seixas;104;66;12;19/08/2023 00:00;17/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Vivendas;261;162;12;19/08/2023 00:00;17/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Vila Sinibaldi;261;162;12;19/08/2023 00:00;17/08/2024 00:00
69;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Felicidade;261;164;12;19/08/2023 00:00;17/08/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Vila Aurora;261;162;5;19/08/2023 00:00;17/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Paulista;261;163;12;19/08/2023 00:00;17/08/2024 00:00
74;M;Digital;1251,75;Anual;São José do Rio Preto;Vila Nossa Senhora do Bonfim;261;164;12;19/08/2023 00:00;17/08/2024 00:00
67;M;Combo;720;Anual;São José do Rio Preto;Vila Ercília;104;66;12;19/08/2023 00:00;16/08/2024 00:00
67;M;Digital;1251,75;Anual;São José do Rio Preto;Residencial Anna Angélica;261;165;12;19/08/2023 00:00;17/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;162;8;19/08/2023 00:00;17/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Vila Ercília;261;163;3;19/08/2023 00:00;17/08/2024 00:00
72;M;Digital;1251,75;Anual;São José do Rio Preto;Centro;261;163;1;19/08/2023 00:00;17/08/2024 00:00
72;M;Digital;1251,75;Anual;São José do Rio Preto;Distrito Industrial;261;165;2;19/08/2023 00:00;17/08/2024 00:00
70;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Vista Alegre;261;163;12;19/08/2023 00:00;17/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;162;12;19/08/2023 00:00;17/08/2024 00:00
87;M;Combo;720;Anual;São José do Rio Preto;Parque Residencial Damha;104;66;12;19/08/2023 00:00;17/08/2024 00:00
71;M;Combo;720;Anual;Uchoa;A DEFINIR;104;66;12;19/08/2023 00:00;17/08/2024 00:00
72;F;Impressa;1669;Anual;Mendonça;A DEFINIR;261;163;12;19/08/2023 00:00;17/08/2024 00:00
67;M;Digital;1251,75;Anual;Engenheiro Schmitt;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;261;165;12;19/08/2023 00:00;17/08/2024 00:00
70;M;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;163;1;19/08/2023 00:00;17/08/2024 00:00
92;F;Impressa;1669;Anual;Potirendaba;A DEFINIR;261;163;12;19/08/2023 00:00;17/08/2024 00:00
66;M;Combo;720;Anual;São José do Rio Preto;RESIDENCIAL SANTA ANA;104;65;12;19/08/2023 00:00;17/08/2024 00:00
67;M;Combo;720;Anual;São José do Rio Preto;Conjunto Habitacional São Deocleciano;104;66;12;19/08/2023 00:00;17/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Vila Maceno;261;162;6;20/08/2023 00:00;19/08/2024 00:00
81;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Francisco Fernandes;261;161;6;20/08/2023 00:00;19/08/2024 00:00
73;F;Combo;720;Anual;São José do Rio Preto;Jardim Tarraf II;104;65;12;20/08/2023 00:00;23/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Alto Alegre;261;162;11;20/08/2023 00:00;19/08/2024 00:00
66;M;Combo;720;Anual;São José do Rio Preto;Residencial Cidade Jardim;104;65;12;20/08/2023 00:00;23/08/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Vila Imperial;261;162;11;20/08/2023 00:00;19/08/2024 00:00
71;F;Combo;720;Anual;São José do Rio Preto;Vila Bancário;104;65;12;20/08/2023 00:00;23/08/2024 00:00
71;F;Digital;1251,75;Anual;São José do Rio Preto;Jardim Congonhas;261;163;4;20/08/2023 00:00;19/08/2024 00:00
73;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Alto Rio Preto;261;160;8;20/08/2023 00:00;20/08/2024 00:00
70;M;Digital;1251,75;Anual;São José do Rio Preto;Vila São José;261;162;1;20/08/2023 00:00;19/08/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Maria Lúcia;261;162;12;20/08/2023 00:00;19/08/2024 00:00
45;M;Combo;720;Anual;São José do Rio Preto;Conjunto Habitacional CAIC;104;65;12;20/08/2023 00:00;23/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Jardim América;261;162;11;20/08/2023 00:00;19/08/2024 00:00
66;M;Digital;1251,75;Anual;São José do Rio Preto;Bom Jardim;261;163;12;20/08/2023 00:00;19/08/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Bom Jardim;261;162;2;20/08/2023 00:00;19/08/2024 00:00
64;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Maria Lúcia;261;164;6;20/08/2023 00:00;19/08/2024 00:00
65;M;Impressa;1669;Anual;Jales;Centro;261;161;11;20/08/2023 00:00;19/08/2024 00:00
68;M;Impressa;1669;Anual;São José do Rio Preto;Fazenda Palhinha (Zona Rural);261;161;11;20/08/2023 00:00;19/08/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Centro;261;161;12;20/08/2023 00:00;19/08/2024 00:00
67;M;Impressa;1669;Anual;Severínia;A DEFINIR;261;162;1;20/08/2023 00:00;19/08/2024 00:00
70;M;Impressa;1669;Anual;Ipiguá;A DEFINIR;261;162;12;20/08/2023 00:00;19/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;PARQUE RESIDENCIAL DAMHA VI;261;162;1;20/08/2023 00:00;19/08/2024 00:00
67;M;Impressa;1669;Anual;Nova Granada;Centro;261;162;12;20/08/2023 00:00;19/08/2024 00:00
73;F;Combo;780;Anual;São José do Rio Preto;Higienópolis;156;97;12;22/08/2023 00:00;19/08/2024 00:00
73;F;Impressa;1669;Anual;São José do Rio Preto;Vila Ipiranga;261;161;12;22/08/2023 00:00;20/08/2024 00:00
76;M;Combo;780;Anual;São José do Rio Preto;Jardim dos Seixas;156;97;12;22/08/2023 00:00;20/08/2024 00:00
70;M;Combo;780;Anual;São José do Rio Preto;Jardim Tarraf II;156;97;12;22/08/2023 00:00;20/08/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;160;11;22/08/2023 00:00;20/08/2024 00:00
78;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Comendador Mancor Daud;261;160;12;22/08/2023 00:00;20/08/2024 00:00
65;M;Combo;780;Anual;São José do Rio Preto;Residencial Cidade Jardim;156;98;12;22/08/2023 00:00;20/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Ouro Verde;261;160;12;22/08/2023 00:00;23/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim dos Seixas;261;161;3;22/08/2023 00:00;20/08/2024 00:00
70;M;Combo;780;Anual;São José do Rio Preto;Conjunto Habitacional CAIC;156;97;12;22/08/2023 00:00;20/08/2024 00:00
71;F;Digital;1251,75;Anual;São José do Rio Preto;Centro;261;163;12;22/08/2023 00:00;20/08/2024 00:00
71;F;Combo;780;Anual;São José do Rio Preto;Vila Ercília;156;97;12;22/08/2023 00:00;19/08/2024 00:00
66;M;Digital;1251,75;Anual;São José do Rio Preto;Cidade Nova;261;162;12;22/08/2023 00:00;20/08/2024 00:00
65;M;Impressa;1669;Anual;São José do Rio Preto;Vila Esplanada;261;160;12;22/08/2023 00:00;20/08/2024 00:00
71;M;Impressa;1669;Anual;Bady Bassitt;Centro;261;161;12;22/08/2023 00:00;20/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Marcia;261;161;12;22/08/2023 00:00;20/08/2024 00:00
72;M;Combo;780;Anual;Adolfo;Centro;156;99;12;22/08/2023 00:00;19/08/2024 00:00
70;M;Combo;780;Anual;São José do Rio Preto;Parque Residencial Damha;156;99;12;22/08/2023 00:00;20/08/2024 00:00
67;M;Combo;780;Anual;Uchoa;A DEFINIR;156;99;12;22/08/2023 00:00;20/08/2024 00:00
61;M;Combo;780;Anual;Mirassol;LOT VILLAGE MIRASSOL;156;99;12;22/08/2023 00:00;20/08/2024 00:00
68;M;Combo;780;Anual;Potirendaba;A DEFINIR;156;99;12;22/08/2023 00:00;19/08/2024 00:00
66;M;Impressa;1669;Anual;Bálsamo;A DEFINIR;261;161;12;22/08/2023 00:00;20/08/2024 00:00
65;M;Combo;780;Anual;São José do Rio Preto;RESIDENCIAL SANTA ANA;156;99;12;22/08/2023 00:00;19/08/2024 00:00
68;M;Impressa;1669;Anual;Guapiaçu;A DEFINIR;261;161;12;22/08/2023 00:00;20/08/2024 00:00
73;M;Impressa;1669;Anual;Catanduva;Centro;261;159;12;23/08/2023 00:00;21/08/2024 00:00
71;F;Impressa;1669;Anual;São José do Rio Preto;Parque Quinta das Paineiras;261;134;12;23/08/2023 00:00;30/09/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Vila Moreira;261;159;12;23/08/2023 00:00;21/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Residencial Gabriela;261;160;12;23/08/2023 00:00;21/08/2024 00:00
74;M;Impressa;1669;Anual;São José do Rio Preto;Boa Vista;261;159;11;23/08/2023 00:00;21/08/2024 00:00
88;F;Combo;780;Anual;São José do Rio Preto;Vila Elvira;156;97;12;23/08/2023 00:00;20/08/2024 00:00
74;F;Impressa;1669;Anual;São José do Rio Preto;Jardim Nazareth;261;160;6;23/08/2023 00:00;21/08/2024 00:00
74;F;Impressa;1669;Anual;São José do Rio Preto;Centro;261;159;6;23/08/2023 00:00;21/08/2024 00:00
64;M;Digital;1251,75;Anual;São José do Rio Preto;Jardim Tarraf;261;160;12;23/08/2023 00:00;21/08/2024 00:00
124;M;Impressa;1669;Anual;Bady Bassitt;A DEFINIR;261;160;10;23/08/2023 00:00;21/08/2024 00:00
75;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;157;6;23/08/2023 00:00;26/08/2024 00:00
75;M;Digital;1251,75;Anual;São José do Rio Preto;Residencial Jardim Antonieta;261;161;12;24/08/2023 00:00;23/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Parque Residencial Joaquim Nabuco;261;159;6;24/08/2023 00:00;23/08/2024 00:00
67;F;Digital;1251,75;Anual;São José do Rio Preto;Jardim Nazareth;261;161;12;24/08/2023 00:00;23/08/2024 00:00
86;F;Impressa;1669;Anual;São José do Rio Preto;Vila Aurora;261;158;12;24/08/2023 00:00;23/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;154;1;24/08/2023 00:00;30/08/2024 00:00
66;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Caparroz;261;159;12;24/08/2023 00:00;23/08/2024 00:00
70;F;Digital;1251,75;Anual;São José do Rio Preto;Parque Residencial Damha;261;161;12;24/08/2023 00:00;23/08/2024 00:00
67;M;Impressa;1669;Anual;Fernandópolis;A DEFINIR;261;159;12;24/08/2023 00:00;23/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Seyon;261;159;12;24/08/2023 00:00;23/08/2024 00:00
69;M;Impressa;1669;Anual;Ipiguá;A DEFINIR;261;159;12;24/08/2023 00:00;23/08/2024 00:00
69;M;Impressa;1669;Anual;São José do Rio Preto;Jardim Palmeiras;261;158;4;26/08/2023 00:00;24/08/2024 00:00
70;M;Impressa;1669;Anual;São José do Rio Preto;Jardim São Marco;261;158;11;26/08/2023 00:00;24/08/2024 00:00
65;M;Combo;720;Anual;São José do Rio Preto;Vila Santa Tereza;104;64;12;26/08/2023 00:00;23/08/2024 00:00
76;M;Impressa;1669;Anual;São José do Rio Preto;Parque Celeste;261;157;12;26/08/2023 00:00;24/08/2024 00:00
68;M;Combo;720;Anual;São José do Rio Preto;Vila Novaes;104;64;12;26/08/2023 00:00;24/08/2024 00:00
67;M;Impressa;1669;Anual;São José do Rio Preto;Vila Diniz;261;157;10;26/08/2023 00:00;24/08/2024 00:00
2024;J;Digital;1251,75;Anual;São José do Rio Preto;Vila Ideal;261;159;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Jardim Vivendas;104;64;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Jardim Yolanda;104;64;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Parque Industrial Campo Verde;104;64;6;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim dos Seixas;261;158;1;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Centro;104;64;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Esplanada;261;158;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Jardim Roseana;104;64;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Vila Zilda;104;64;12;26/08/2023 00:00;23/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Jardim Moysés Miguel Haddad;104;64;12;26/08/2023 00:00;23/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Centro;104;64;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;158;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;158;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Parque Industrial;261;158;6;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Jardim Maria Cândida;104;64;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Vila Ercília;104;64;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Estância Jóckei Club;104;61;12;26/08/2023 00:00;31/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim Canaã;261;157;10;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim do Cedro;261;158;1;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Curti;261;151;11;26/08/2023 00:00;03/09/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Bancário;261;157;1;26/08/2023 00:00;24/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Jardim Tarraf;261;157;12;26/08/2023 00:00;24/08/2024 00:00
2024;J;Combo;720;Anual;São José do Rio Preto;Centro;104;64;12;26/08/2023 00:00;23/08/2024 00:00
2024;J;Impressa;1669;Anual;São José do Rio Preto;Vila Anchieta;261;158;12;26/08/2023 00:00;24/08/2024 00:00
